i,j,conditioning_set,conditioning_bins,true_edge,population_ci,tv_lower_bound,model
4,7,6,2,0,1,5.20417042793042e-18,Chain strong
4,7,8,2,0,0,0.00293323101382302,Chain strong
4,8,[],1,0,0,0.00260502001051447,Chain strong
4,8,1,2,0,0,0.00129859138982889,Chain strong
4,8,2,2,0,0,0.00127536548823652,Chain strong
4,8,3,2,0,0,0.00111447807975689,Chain strong
4,8,5,2,0,1,4.33680868994202e-18,Chain strong
4,8,6,2,0,1,7.80625564189563e-18,Chain strong
4,8,7,2,0,1,4.33680868994202e-18,Chain strong
5,6,[],1,1,0,0.047493620281903,Chain strong
5,6,1,2,1,0,0.0237364966098786,Chain strong
5,6,2,2,1,0,0.0236753676059868,Chain strong
5,6,3,2,1,0,0.023251922816127,Chain strong
5,6,4,2,1,0,0.020318691802304,Chain strong
5,6,7,2,1,0,0.020318691802304,Chain strong
5,6,8,2,1,0,0.023251922816127,Chain strong
5,7,[],1,0,0,0.0180451517398528,Chain strong
5,7,1,2,0,0,0.00901865725449803,Chain strong
5,7,2,2,0,0,0.00899543135290566,Chain strong
5,7,3,2,0,0,0.00883454394442604,Chain strong
5,7,4,2,0,0,0.00772006586466914,Chain strong
5,7,6,2,0,1,5.20417042793042e-18,Chain strong
5,7,8,2,0,0,0.00772006586466914,Chain strong
5,8,[],1,0,0,0.00685623667729513,Chain strong
5,8,1,2,0,0,0.00342662946478208,Chain strong
5,8,2,2,0,0,0.00341780480757462,Chain strong
5,8,3,2,0,0,0.00335667580368285,Chain strong
5,8,4,2,0,0,0.00293323101382302,Chain strong
5,8,6,2,0,1,7.80625564189563e-18,Chain strong
5,8,7,2,0,1,3.46944695195361e-18,Chain strong
6,7,[],1,1,0,0.047493620281903,Chain strong
6,7,1,2,1,0,0.0237453212670861,Chain strong
6,7,2,2,1,0,0.0237364966098786,Chain strong
6,7,3,2,1,0,0.0236753676059868,Chain strong
6,7,4,2,1,0,0.023251922816127,Chain strong
6,7,5,2,1,0,0.020318691802304,Chain strong
6,7,8,2,1,0,0.020318691802304,Chain strong
6,8,[],1,0,0,0.0180451517398528,Chain strong
6,8,1,2,0,0,0.00902201017384627,Chain strong
6,8,2,2,0,0,0.00901865725449803,Chain strong
6,8,3,2,0,0,0.00899543135290566,Chain strong
6,8,4,2,0,0,0.00883454394442604,Chain strong
6,8,5,2,0,0,0.00772006586466914,Chain strong
6,8,7,2,0,1,4.33680868994202e-18,Chain strong
7,8,[],1,1,0,0.047493620281903,Chain strong
7,8,1,2,1,0,0.0237465952053129,Chain strong
7,8,2,2,1,0,0.023745321267086,Chain strong
7,8,3,2,1,0,0.0237364966098786,Chain strong
7,8,4,2,1,0,0.0236753676059868,Chain strong
7,8,5,2,1,0,0.023251922816127,Chain strong
7,8,6,2,1,0,0.020318691802304,Chain strong
1,2,[3 4 5 6 7 8],64,0,1,1.20278678510111e-19,Dense minus one edge
1,3,[2 4 5 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
1,4,[2 3 5 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
1,5,[2 3 4 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
1,6,[2 3 4 5 7 8],64,1,0,0.000280112345471511,Dense minus one edge
1,7,[2 3 4 5 6 8],64,1,0,0.000280112345471511,Dense minus one edge
1,8,[2 3 4 5 6 7],64,1,0,0.000280112345471511,Dense minus one edge
2,3,[1 4 5 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
2,4,[1 3 5 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
2,5,[1 3 4 6 7 8],64,1,0,0.000280112345471511,Dense minus one edge
2,6,[1 3 4 5 7 8],64,1,0,0.000280112345471511,Dense minus one edge
2,7,[1 3 4 5 6 8],64,1,0,0.000280112345471511,Dense minus one edge
2,8,[1 3 4 5 6 7],64,1,0,0.000280112345471511,Dense minus one edge
3,4,[1 2 5 6 7 8],64,1,0,0.000249750450641387,Dense minus one edge
3,5,[1 2 4 6 7 8],64,1,0,0.000249750450641387,Dense minus one edge
3,6,[1 2 4 5 7 8],64,1,0,0.000249750450641387,Dense minus one edge
3,7,[1 2 4 5 6 8],64,1,0,0.000249750450641387,Dense minus one edge
3,8,[1 2 4 5 6 7],64,1,0,0.000249750450641387,Dense minus one edge
4,5,[1 2 3 6 7 8],64,1,0,0.000249750450641387,Dense minus one edge
4,6,[1 2 3 5 7 8],64,1,0,0.000249750450641387,Dense minus one edge
4,7,[1 2 3 5 6 8],64,1,0,0.000249750450641387,Dense minus one edge
4,8,[1 2 3 5 6 7],64,1,0,0.000249750450641387,Dense minus one edge
5,6,[1 2 3 4 7 8],64,1,0,0.000249750450641387,Dense minus one edge
5,7,[1 2 3 4 6 8],64,1,0,0.000249750450641387,Dense minus one edge
5,8,[1 2 3 4 6 7],64,1,0,0.000249750450641387,Dense minus one edge
6,7,[1 2 3 4 5 8],64,1,0,0.000249750450641387,Dense minus one edge
6,8,[1 2 3 4 5 7],64,1,0,0.000249750450641387,Dense minus one edge
7,8,[1 2 3 4 5 6],64,1,0,0.000249750450641387,Dense minus one edge
